County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"Logan County, Ohio",45386,460.6,50753,17,40.7,39.7,41.8,2.42,50.84227468,19,43.5,4.7,49.4,10.2,7.6,69.2,48.4,33.3,17.1,95.12575851,1.963327764,0.743118459,0.270424765,205.6
"Moody County, South Dakota",6430,403.5,53654,12.3,40.7,39.9,42.2,2.3,52.1074226,22.4,17.7,16,33.8,18,6.1,71.7,40,31.6,15.9,79.85712067,0.760987731,1.692809442,0.559093027,166
"Morgan County, Kentucky",13275,498.8,30872,30.4,40.7,39.4,42.9,2.45,56.8843594,23.5,40.2,0.9,36.2,6.6,9.6,47.3,32.7,51.8,33.7,94.28805481,3.232052428,0.305332142,0.223413762,242.8
"New London County, Connecticut",271863,490.4,65813,11.1,40.7,38.7,42.5,2.45,48.23231138,8.7,37.2,10.8,31.2,17.7,8.3,74.1,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296,162.6
"Noble County, Oklahoma",11554,465.5,46874,13.4,40.7,40.5,41,2.41,60.8137045,17.9,35.3,2.7,35.4,17.1,5.9,70.3,48.2,34.3,16.2,84.06049018,1.494872241,0.165131236,0.425864766,181.6
"Pearl River County, Mississippi",55191,495.5,38465,19.3,40.7,39.5,41.9,2.61,51.86838785,14,32.2,1.1,31.4,9.6,12.1,55.9,36.8,37.6,21.3,84.08399159,13.55714182,0.143126314,0.710196391,208.6
"Pittsburg County, Oklahoma",44610,418.2,39900,21.7,40.7,39.4,42.2,2.36,49.17343949,23.5,41.4,4.2,36.4,10.8,6.2,57,33.5,39,20,72.06467828,3.349569627,0.464847312,1.630301817,195.8
"San Miguel County, Colorado",7879,358.5,59603,9.9,40.7,40.5,41,2.31,40.63444109,7.8,25.2,30.4,18,39.7,5.8,73.4,39.3,21.7,12.6,95.90932777,0.234497134,1.341844711,0.677436165,97.9
"Summit County, Ohio",541968,437.5,50453,13.4,40.7,39.2,42.1,2.41,45.07926592,13.5,29.4,10.7,32.3,19.4,8.4,70.9,52.2,32.3,17.6,79.86830231,14.31049724,2.571205525,0.386455955,178.1
"Swain County, North Carolina",14434,516.6,34788,19.3,40.7,40.1,41.3,2.58,49.22848113,13.9,34.8,4.4,31.2,10.7,7.7,51.9,30.7,39.4,22.6,64.63319918,1.525100614,0.529548824,0.473063616,215.3
"Trempealeau County, Wisconsin",29550,452,50266,12.2,40.7,40.4,41,2.45,52.56866734,17,38.2,8.6,38.8,13.2,3.6,74.6,55,30.7,14.9,93.4754522,0.465796274,0.550795594,4.226166191,161.1
"Washington County, Indiana",27827,511.2,43573,16.2,40.7,39,42.8,2.62,51.97306014,32.2,35.2,2.3,45.9,6.2,10.1,65,44.1,36.1,19.1,98.06301468,0.103831006,0.157536699,0.121732904,205.3
"York County, Pennsylvania",442867,488.7,58471,10.2,40.7,39.5,41.9,2.57,53.48532996,14.4,40.4,9,41,14.9,7.3,75.1,54.7,30.1,15,88.82818542,5.861119956,1.362188964,1.583723787,170.2
"Adams County, Illinois",67013,467.4,46061,14.2,40.6,39.1,42.4,2.44,51.07688874,14.9,33.3,8.6,36.1,14.1,6.8,68.1,45.1,38.2,20.6,93.11429466,3.784976372,0.834811646,0.535173894,167.4
"Androscoggin County, Maine",107233,478.2,46701,15.4,40.6,39.6,41.4,2.34,46.16229053,13.4,32.5,6.8,37.2,13.9,7.2,65.5,46.1,38.8,20.8,92.46692056,1.41163763,0.801728232,0.279347816,188
"Atlantic County, New Jersey",274219,505.5,54208,15.1,40.6,38.9,42,2.64,44.80543715,12.3,32.4,9.4,32.9,17,12.5,66.9,45.3,33.4,17.7,67.14492185,15.56381093,8.286488292,5.106835745,179.5
"Austin County, Texas",29563,398.2,58792,11.2,40.6,40.2,41.2,2.59,58.69722776,17.1,49.5,4.7,30.3,14.4,6.2,67.3,45.6,28.4,14.2,84.75732189,8.838191511,0,3.454960881,160.1
"Bradley County, Arkansas",11094,456.2,32734,27.4,40.6,38.2,43.6,2.39,46.67246629,25.1,32.8,9.2,42.1,9.2,9.4,46.5,25.2,49.3,32.2,60.59253971,28.95770123,0,9.07549527,214
"Branch County, Michigan",43664,376.6,46371,15.2,40.6,39.8,41.9,2.58,53.74485083,24.7,38,6.2,40.8,9,7,66.6,45.8,36.7,19.2,94.67807624,2.377247975,0.464467121,0.681828582,170.7
"Bristol County, Massachusetts",556772,496.2,57732,12.4,40.6,39.2,41.8,2.53,46.67333242,12.9,33.2,10.8,30.2,16.6,9,70.5,51.1,39.1,21.9,87.1416864,3.698691844,2.072316707,4.169237087,173.9
"Calvert County, Maryland",90595,444.5,92446,7.2,40.6,39.8,41.7,2.87,57.54132563,8.1,38.4,8.6,31.5,17.4,7.6,82.1,58.4,24.3,11,81.8696318,12.7072375,1.401558027,0.489380119,175.2
"Chippewa County, Wisconsin",63531,482.4,52485,10.7,40.6,39.1,42,2.44,55.24062236,14.2,36.1,7,38.5,13.5,5.1,73.4,50.8,33.9,15.7,95.12569413,1.358983689,1.202360423,0.229397712,160.1
"Creek County, Oklahoma",70892,495.5,46614,15.8,40.6,39.2,41.8,2.67,54.45351855,21.6,42.5,3.9,40,10.5,5.7,60.5,34.8,35.3,21.3,79.68513729,2.321900482,0.501688783,0.907279434,210.2
"Douglas County, Wisconsin",43601,354.7,46475,13.9,40.6,39.8,41.3,2.28,44.24412034,10.9,26.9,7.5,33.2,15.4,7,66.5,47.1,37.9,20.6,92.94732756,1.102764903,1.137012261,0.264846229,192.8
"Essex County, Massachusetts",776043,507.1,70074,10.7,40.6,38.9,42.2,2.59,48.51378199,14.7,32,13.4,26.2,22.3,7.7,71.6,52,37.2,21.4,79.79692321,3.912684313,3.4547404,10.18211715,161.5
"Howell County, Missouri",40117,417.6,32662,22.1,40.6,38.6,42.4,2.45,52.48109205,18.7,37,4.2,39,8.2,8.3,58.1,37.1,41.8,24,96.03977583,0.309973714,0.612508059,0.600109111,204.4
"Jasper County, Texas",35506,448.1,41017,17.7,40.6,40,41.5,2.83,52.48578392,20.5,42.8,1.2,44,7,11.4,56.3,32.6,39,20.2,79.31111608,16.27711921,0.366249161,1.948669202,188.9
"Johnston County, Oklahoma",10980,415.2,35977,20.1,40.6,40.3,41.2,2.58,46.75792507,12.2,34,2.7,35.5,10.2,6.7,46.8,20.3,44,26.6,71.88350572,1.868989294,0.553438577,0.934494647,215
"Larue County, Kentucky",14241,505.2,40312,18,40.6,39.5,42.7,2.6,51.95195195,9.6,47.8,4,43.1,6.7,9.3,57.7,35.9,46.8,26.7,92.44469574,3.498480458,0.325111315,1.809315146,192.6
"Lee County, Arkansas",9650,382.4,28006,39.3,40.6,37.9,44.7,2.34,38.91816921,13.9,44.4,0,39.5,5.5,17.3,39.9,24,53.7,34.7,42.7252659,56.41180012,0.040136464,0.491671684,217.6
"Macon County, Illinois",107303,551.5,47575,16.3,40.6,39.2,41.8,2.35,44.24802405,11.9,33.9,6.1,34.6,15.2,10.5,66.8,45.4,39.4,22.2,78.62225601,14.73354519,1.205205462,0.55589644,197.9
"Marathon County, Wisconsin",135868,478.1,54400,9.9,40.6,39.2,41.7,2.48,54.18585648,12.2,38.7,7.9,37.1,16.1,5.7,75.6,54.7,30.5,14.8,91.6213557,0.702782278,5.459508644,0.178284767,153.9
"Monroe County, Mississippi",35827,501,36810,20.1,40.6,38.7,42.7,2.57,49.69862227,21.7,29.1,2.8,33.8,9.9,10.9,58.5,39.7,39.3,22.9,68.09951624,30.46579129,0.09398756,0.05252246,174.3
"Roger Mills County, Oklahoma",3788,362.3,56139,12.3,40.6,41,40.4,2.8,52.76119403,36.7,20.5,3.5,39.7,14.9,0.8,71.2,47.2,27.9,13.2,90.97883598,0.105820106,0.026455026,0.105820106,153.2
"Ross County, Ohio",77170,449.2,42466,19.2,40.6,39.7,41.9,2.52,51.75634087,20.9,40.1,3.7,42.8,9.3,11.3,62.1,44.2,40.4,24.8,90.33413505,5.22667908,0.531460936,0.315514521,203.9
"Silver Bow County, Montana",34622,445.5,39882,19.5,40.6,37.7,43.2,2.22,39.61304807,18,39.2,2.7,34.9,16.8,7,63.8,42.3,34.7,17.5,94.65107528,0.471793684,0.688876668,0.457321485,171.4
"Somervell County, Texas",8739,425.4,51733,12.1,40.6,40.6,40.5,2.45,57.50147667,16.9,35.7,8,26.3,15.9,2.1,63.3,43.3,27.5,12.5,94.21468401,0.604089219,0,3.496747212,168.2
"Stutsman County, North Dakota",21103,471,53333,11.6,40.6,38.4,43.4,2.15,45.31508664,14.4,31,7.9,35.5,19.3,2.5,77.7,51.2,27.7,11.5,94.46289619,0.521920668,0.488707535,0.830328336,172.5
"Suffolk County, New York",1501587,528,85886,7.7,40.6,39.1,42,2.98,57.61862432,10.8,28.5,15.3,29.3,18.7,6.4,77.9,55.7,26.2,12,80.94863835,7.662319757,3.781605237,4.950535277,163.8
"Union County, Iowa",12469,431.6,44905,12.8,40.6,39.7,41.5,2.3,47.6859659,21.8,26.1,6,40,11.5,5.4,71.4,43.1,37.4,16.8,97.36779324,0.986083499,0.333996024,0.007952286,173.4
"Vernon County, Missouri",20826,417,40267,17.5,40.6,39.1,41.9,2.5,51.61691542,16.2,38.4,3,41,10.1,5.4,59.7,37.8,37.4,18.6,96.17779481,0.905259124,0.694510968,0.086215155,194.4
"Warrick County, Indiana",61897,449,65793,8.2,40.6,38.7,42.1,2.63,62.31263383,15.7,32.5,9.4,33.8,17,5,79.9,58.9,25.7,10.8,94.57660464,1.568981064,2.077219444,0.222969096,165.1
"Winneshiek County, Iowa",20709,431.4,55984,9.4,40.6,39.9,41.9,2.24,56.28031038,3.8,12.5,4.7,35.1,16.4,3,83.5,53.4,25.6,9.7,96.67209347,0.948094235,1.240183873,0.296877993,138.4
"Anderson County, South Carolina",194692,475.4,43124,16.7,40.5,39.7,41.6,2.55,51.34890507,20.9,30.1,6.6,31.5,12.6,9.2,63,44.1,35.2,19.8,80.07217007,16.38626677,0.856104385,0.74784928,177.3
"Calhoun County, Florida",14462,381.9,35256,22.3,40.5,39.7,42.3,2.64,49.81187291,16.9,45.8,0.8,37.5,8.2,10,49,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222,174.7
"Calhoun County, Mississippi",14717,527.3,33141,25,40.5,38.3,42.6,2.46,45.06923337,23.9,28.8,5.5,34.2,6.3,10.1,50.6,29.1,46,25.8,68.31428765,26.98627358,0.040570694,2.542430185,228.6
"Crockett County, Texas",3710,360.8,49614,13.7,40.5,35.9,43.3,2.53,64.06140963,26.5,46.4,3.6,27.2,8.9,1.8,63.1,50.6,22.2,15.3,56.58286023,0.270343336,0,41.93025142,165.6
"Cullman County, Alabama",82005,426.3,39922,17.2,40.5,39.4,41.9,2.55,54.8502573,20.6,30.6,4.1,34.7,9.1,7.3,62.6,42.1,35.3,19,95.69320077,1.19063793,0.557030816,0.737355648,187.9
"Daviess County, Missouri",8253,433.7,41610,16.8,40.5,40.4,40.8,2.65,59.99343617,42.1,28.5,1.1,40.5,11.4,5.7,58.8,32.8,34.7,15.7,97.42660384,0.894043736,0.060408361,0.132898393,206.3
"Floyd County, Kentucky",37756,550.3,30127,31.1,40.5,38.8,42.3,2.45,48.28122973,16.2,40,5.1,34.7,6,9.7,46.2,29.8,53,34.6,97.94820047,0.804677999,0.274263241,0.049160392,248.2
"Glynn County, Georgia",83579,449.1,46737,19.3,40.5,39.5,41.5,2.49,46.22883848,20.5,39.8,5.4,28.2,16.4,9.3,58.7,35.5,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308,168.9
"Hamilton County, Florida",14295,336.8,31734,31.7,40.5,36.1,45.6,2.35,44.32593857,36.9,44.4,0,37.4,7.2,15.8,49.7,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956,188.4
"Jack County, Texas",8878,417.2,52030,14.9,40.5,36.4,43.8,2.55,62.55361267,30.2,44.1,0.6,40.5,7.2,5.6,60.7,36.7,33,16.6,92.48826291,5.130784708,0.044712721,1.419628884,166.4
"Jackson County, Michigan",159494,473.5,46670,15.4,40.5,39,42,2.48,48.6970012,16.8,30.4,4.6,34.8,13.7,10.3,67.9,45.9,38.8,19.9,87.54624153,8.525341295,0.664125339,0.480098148,193.8
"Kenai Peninsula Borough, Alaska",58059,441.4,62532,11.5,40.5,40,41.1,2.57,51.02164301,20.9,41.1,3.6,33.1,14.5,9.4,60.7,42.2,29.2,14.5,84.08626204,0.634382482,1.279250625,0.559235246,168.1
"Lamoille County, Vermont",25235,461.6,49142,12.6,40.5,40.3,40.8,2.39,47.77908805,9.3,34.7,11,28.6,24.3,4.3,63.8,41.2,40.3,23.8,95.90042754,0.76317577,0.511447637,0.707236185,173.7
"Logan County, Kentucky",26910,538,41150,16.9,40.5,39,41.8,2.44,48.56485741,20.3,43.8,4.8,40.3,8.3,7.7,60.1,38.7,39.2,22.1,90.51059551,6.41316897,0.022345536,0.744851216,206.8
"Macon County, Georgia",13632,460.3,29430,34.1,40.5,40.1,42.7,2.62,37.7028181,43.7,25.1,1.8,37.8,5.3,18.7,49.2,30,40.8,22.4,36.81737273,59.49448202,1.580633677,0.825916696,214.9
"Madison County, Iowa",15753,434.2,62230,8.8,40.5,39.4,41.5,2.48,58.52208835,20.2,18.5,17.2,38.9,16.4,5.7,80.4,55.5,28.1,12.1,97.43032473,0.581692662,1.003579647,0.204551266,172.2
"New Madrid County, Missouri",18208,438.4,34631,23.3,40.5,38.7,42.1,2.49,44.48737409,16.3,57.3,1.4,41.3,6.8,8.8,48.3,32.9,43.3,26.2,81.46216936,16.1588181,0.092336103,0.260713704,229.7
"Randolph County, North Carolina",142799,502.3,41770,16.7,40.5,39.7,41.4,2.59,51.94562166,19.8,33.7,4.7,35.1,10.6,9,59.2,41.1,34.2,21.1,87.470675,5.993537964,1.00582988,3.276673456,177.5
"Rhea County, Tennessee",32526,532.5,37952,22,40.5,40,41.1,2.51,49.14308489,16.1,39.5,4.2,38.1,7.8,11.1,58.6,35.9,45.3,25.6,94.52367722,2.488115083,0.080261777,0.904488486,193.5
"Salem city, Virginia",25432,511.5,54195,10.2,40.5,40.1,40.9,2.29,46.2518666,7,23.8,8.4,29.8,17.1,4.8,75.1,53.7,27.2,13.3,88.11047089,7.792569044,2.074309557,0.596065965,186.6
"Spencer County, Kentucky",17894,530.2,67437,8.8,40.5,40.7,40.3,2.72,66.0330321,12.8,36.9,3.1,35.6,12.7,6.4,78.9,61.5,25.2,12.3,96.06303692,1.490584286,0.403936963,0.102406554,180.9
"Tazewell County, Illinois",134800,511.5,60490,9.1,40.5,39.1,41.7,2.45,55.32530209,12.7,34.3,10.2,33.1,17.5,5.5,76.8,55.5,30.8,14.8,96.02275658,1.22257677,0.893166393,0.378785087,192.2
"Tehama County, California",63308,473.2,40782,18.2,40.5,39.3,42,2.63,50.75092811,14.8,45.1,1.8,30.5,9.6,13.2,53.1,32.5,47.8,28,86.44381809,0.508297441,1.28103623,4.609513555,174
"Tillman County, Oklahoma",7515,398.1,35274,23.8,40.5,37.6,42.1,2.4,48.47890088,34.4,38.2,5.1,35.8,11.9,7.1,53.7,33.1,43,24.1,74.32274789,7.958522359,0.23331173,7.854828257,166.1
"Upshur County, Texas",40603,424.5,46346,14.6,40.5,38.3,42.4,2.85,59.71540017,19.5,37,2,32.6,10.4,7.9,60.5,41.7,33.3,17.2,84.69173982,8.696628093,0.536213089,2.710993615,186.3
"Washington County, Oklahoma",52021,461,49056,13.9,40.5,38.1,43,2.43,51.87848198,15.6,43.1,9,33.8,18.5,5.3,67.2,44.9,33.2,15.5,78.41383308,2.573415765,1.71561051,0.852009274,185.2
"Winston County, Mississippi",18317,474.4,34403,26.3,40.5,37.8,42.4,2.38,41.42745303,33.8,33.9,2,31.5,12.3,12.3,54.1,33.3,44.1,25,51.35583249,47.70284003,0.187195807,0.278119484,181.7
"Banks County, Georgia",18495,433,46018,16.9,40.4,40.3,40.5,2.8,58.96535938,15.2,46.9,1.6,45.5,7.2,8.5,61.1,42,33.4,18.2,93.41732112,2.683246073,1.27617801,0.687172775,138.7
"Barren County, Kentucky",43570,502.2,37666,19.5,40.4,39,42,2.48,53.03021379,20.7,39.6,4.7,41.5,9,7.6,60.6,41.3,39,22.7,93.12987769,4.209668026,0.533488643,0.465928946,192
"Bath County, Kentucky",12228,564.2,34126,22.7,40.4,39.5,40.7,2.76,52.0828485,22.4,33.2,2.3,39.2,9.1,14,51.7,36.7,46.2,29.7,96.10118551,1.636333278,0.016697278,1.01018534,238.5
"Benton County, Indiana",8681,414.4,46196,12.8,40.4,37.5,42.3,2.52,50.01458151,17.6,46.6,2.7,45.2,12,5.3,62.4,42.5,35.9,20.5,97.82906764,0.845521024,0.148537477,0.262797075,173.4
"Clay County, Indiana",26503,483.9,44385,14.5,40.4,40.1,40.9,2.54,57.87336878,22,37,4.7,44.9,9.6,7.8,68,48.7,33.5,16.8,97.38064903,0.236078843,0.074945664,0.266057109,186.4
"Columbia County, Florida",68348,453.7,38484,21.7,40.4,38.2,42.8,2.66,45.64703897,24.3,42.9,1.5,36.1,9,14.8,53.8,33.2,43.2,25.5,77.20113264,17.92319264,0.800814087,0.95566764,203.3
"Cuyahoga County, Ohio",1255921,485,44138,19.6,40.4,38.4,42.1,2.31,36.95193176,17.1,29.6,12.6,28.3,18,10.6,65.3,47.2,37.3,22.5,63.60774199,29.68819393,2.775277492,1.207261938,187.1
"Erie County, New York",922578,544.1,50134,15.2,40.4,38.4,42.3,2.33,41.89674177,10.5,26.9,14.9,28.4,17.3,7,71.9,51.7,36.6,19.7,78.6541433,13.30947586,3.150879356,2.151621556,183.3
"Fleming County, Kentucky",14637,528.5,35878,19.3,40.4,39.3,41.1,2.57,54.38254081,19.6,39.9,5.8,38.9,7.1,9.7,52.7,35.9,40.6,23.3,96.4590209,1.382013201,0.041254125,0.605060506,191.3
"Franklin County, Arkansas",17702,396.3,40404,17.5,40.4,39.2,41.6,2.58,54.21580189,20.6,40.6,1.4,40.4,8,11,55.8,36.7,42.9,26.4,94.81137356,0.912347476,0.291055636,0.106347252,201.6
"Gibson County, Tennessee",49399,460.4,37498,19.5,40.4,39.1,41.3,2.49,48.65545786,10.9,43.8,3.2,38.4,10.3,9.5,62.5,39.8,38.6,22.3,78.91551682,18.53465666,0.326797386,0.538610506,214.7
"Grenada County, Mississippi",21578,541.3,33650,24.8,40.4,38.8,40.9,2.86,42.92636963,35.7,31.5,0.4,30.2,9.9,9.4,55.3,37.2,44,23.9,55.53702932,43.6153953,0.490945301,0,225.1
"Jefferson County, Colorado",565524,436.7,70687,8.3,40.4,39,41.9,2.44,50.66310141,15.5,28.5,12.1,21.3,26.4,5.9,77.1,55.9,24.2,12.2,90.81785988,1.088995264,2.576655128,1.770997784,141.7
"Marion County, Ohio",65355,502.1,42240,21.3,40.4,39,42.3,2.43,50.3840183,20.5,39.5,4.9,42.6,7.5,9.6,63.2,42.6,41.2,23.4,90.04746524,5.824727416,0.465553584,1.012996072,202
"Miami County, Kansas",32553,375.5,63924,9.5,40.4,39.5,41.4,2.55,56.81528662,14.5,36.6,5.3,32.5,16.5,5.6,81.1,56,24.5,9.5,95.58247675,1.336882036,0.379344102,0.217205091,150.2
"Ripley County, Indiana",28701,452.9,52491,10.7,40.4,38.9,41.7,2.58,58.48365534,17.7,38.7,4.4,44.9,11.6,7.4,75.1,55.5,28.1,13.4,97.05368377,0.475325038,1.076471411,0.492800224,201.4
"Walker County, Georgia",68066,420.9,39078,20,40.4,39.4,42.1,2.59,51.45011601,20.3,35.3,3.3,37.2,9.7,8.4,59.8,43.4,35.8,20.5,92.37607088,4.583729955,0.376363769,0.609211393,212.7
"Warren County, Virginia",39083,428.2,60714,11.3,40.4,39,41.5,2.62,52.57588415,7.9,38.7,8.5,36.6,13.9,7.2,75.2,53.3,25.6,11.7,90.77466802,4.007172371,1.042072711,0.522335698,202.5
"Washington County, Maryland",149585,457,54606,13.8,40.4,39.1,41.9,2.5,49.83858598,18,33.7,8.5,38.1,12.3,8.5,68.9,48.7,36.3,20.5,83.71072553,10.27333021,1.669458029,0.653178804,181
"West Feliciana Parish, Louisiana",15385,429,53679,24,40.4,40.5,39.9,3.04,54.43620557,10.1,20.8,0,33.7,14.8,8.5,68.3,47.7,32,18,52.90301654,45.71521246,0.038923127,0.253000324,148.2
"Wilson County, Texas",47520,368.3,62752,11,40.4,39.3,41.3,2.9,61.43309427,17.6,35.2,4.3,34.8,13.5,5.8,71.4,47,27,12,93.36394999,1.612867784,0.263684106,1.900722934,152.8
"Windham County, Connecticut",116573,431.4,57547,10.3,40.4,39.2,41.6,2.53,48.29027012,9.1,29,7.3,34.3,13.9,9.3,68.9,50.9,36.2,21,90.30901507,2.230356687,1.230101302,2.414233421,172.2
"Worth County, Georgia",20699,434.6,40382,22.6,40.4,39.6,41.2,2.65,48.40989399,23.4,50.2,3.4,41.1,6.5,9.8,48.9,33.1,39.2,25.7,69.21440726,29.68425033,0.269427113,0.179618075,160
"Allen County, Kentucky",20640,425.8,39801,19,40.3,39.6,42,2.59,57.42217649,20.8,45,1.6,36,7.7,9.2,59.5,39,36.7,20.2,96.51682633,1.355932203,0.456890199,0.830262835,195.1
"Bamberg County, South Carolina",14880,437.6,30349,29.7,40.3,38.6,41.4,2.41,38.23678433,17.1,24,0,25.2,12.5,10.9,47.1,24.3,48.2,28.5,35.8281493,62.30559876,0.39528253,1.023846553,187.5
"Chattooga County, Georgia",24922,471.1,34830,21.1,40.3,38.2,42.4,2.49,46.77488253,34.7,34.3,4.4,39.7,5.7,10,49.3,34.6,43.6,26.5,86.31195278,10.72857652,0.511073254,0.895368646,203.9
"Clarion County, Pennsylvania",39498,495.4,43202,15.1,40.3,39.4,41.1,2.39,50.2590019,8.9,30.1,5.4,47,12.3,8.1,70.6,46.4,36.2,16.8,96.87484159,1.183656917,0.615907132,0.248390531,179.4
"Clay County, Georgia",3141,405.8,27512,37.3,40.3,37.5,43.4,2.57,33.8123415,43.3,40.2,0,44.8,2.7,19.2,35.2,19.6,51.9,34.2,31.79768041,61.05025773,0,0.193298969,153.9
"Converse County, Wyoming",14236,434.9,63166,9.3,40.3,38.9,41.6,2.47,56.42064471,12.4,48.4,3.7,38,12.4,5.1,74.1,50.7,28.8,12.8,95.10673002,0.141833912,0.921920431,0.744628041,196.6
"Dyer County, Tennessee",37893,408,43425,19.6,40.3,39.2,42,2.51,50.38510482,17.3,37.3,3.4,40.2,11.6,6.6,63.9,46.1,37.6,21.9,82.04656541,13.34419509,0.580753666,0.835654596,185.6
"Early County, Georgia",10575,476.1,34906,29.9,40.3,38.5,42,2.62,39.36196935,24.5,27.4,4.7,38.1,8.3,9.4,50.5,34.9,41.3,27,47.7455336,50.36392854,0.217411854,1.398998015,200.4
"Graves County, Kentucky",37421,502.7,39247,17.7,40.3,39.2,41,2.56,53.74565671,15.7,28.8,4.1,36.7,10.5,7.2,61.5,42,39.5,24.1,91.94709615,5.018399019,0.338648605,0.63463282,201.1
"Haralson County, Georgia",28854,500.5,40387,18.8,40.3,37.9,41.4,2.63,55.69738191,19.9,39.5,6.1,37.7,8.4,12.3,58,42.7,36.9,22.6,91.40556625,4.908104323,0.773674077,1.046735515,213.9
"Lake County, Tennessee",7576,413.7,28524,41.9,40.3,38.8,45,2.38,43.73804971,30.4,51,5,44.6,5.9,10.1,45.4,27,52.1,36.7,68.73943021,26.81149994,0.286197476,1.74320281,247.6
"Lamar County, Texas",49440,469.5,41009,18.6,40.3,37.8,42.1,2.56,51.53474193,23.3,22.5,4.7,34.7,10.7,7.4,55.7,36.1,37.1,21.5,80.97889682,12.50655691,0.82516241,0.843320018,187.3
"Lawrence County, Kentucky",15745,524.8,32835,25.9,40.3,39,41.3,2.6,56.87054533,19.8,39.7,1.5,41.5,6.2,7.8,54.3,38.6,43,26.5,98.15435181,0.151697111,0.568864168,0.037924278,269.2
"Lincoln County, Kentucky",24463,523.1,35368,27.6,40.3,39.1,41.9,2.48,52.04708291,14.9,47.3,0.5,44.5,6.6,10.5,55.7,36.1,42.4,25.6,95.78741122,2.68185158,0.322475304,0.248999918,199.1
"Mille Lacs County, Minnesota",25788,475,48434,12,40.3,38.9,41.7,2.52,50.5574358,18.4,33.4,9.6,38.3,10,7.7,69.7,44.7,38.4,19.2,91.26661242,0.573443372,0.441706381,0.255724747,190
"Muskingum County, Ohio",86290,466.1,41814,19.1,40.3,38.8,42,2.45,48.00210151,11.7,37.9,6.2,42.9,9.8,8.3,61.9,42.6,41.9,25.1,92.5874256,3.292410714,0.348772321,0.23484003,211.5
"Napa County, California",142456,488.9,71063,9,40.3,39,41.7,2.74,53.12765184,15.2,30.8,5.7,19.3,21.6,7.5,71.8,48,30.4,14.4,74.06821341,2.09843544,7.710182116,11.55493781,170.2
"Polk County, Florida",650092,490.2,42768,18.1,40.3,39.1,41.6,2.77,50.30287152,21.9,35.1,4.5,36.2,12.8,10.6,55.7,35.9,40.2,24.1,78.76957152,15.07748821,1.672155947,1.825345154,168.1
"Rowan County, North Carolina",139142,508.1,44973,18,40.3,38.8,41.5,2.6,49.51174146,17.6,30,4.9,32.8,12.3,11.5,59.1,38.8,38.8,23.1,78.11738857,16.14110913,0.908493,2.792694473,189.8
"Saginaw County, Michigan",193307,475.4,44548,17.4,40.3,38.3,42,2.44,44.57106192,15.6,27.8,5.7,34.2,13.6,11.1,67,43.4,41.3,21.1,75.27013065,18.40400246,1.174171285,1.688730093,175.3
"Scott County, Indiana",23744,475.7,41649,17.6,40.3,39.6,40.6,2.61,53.24704307,24.8,41.6,1.7,42.6,8.3,11,65.6,47.1,35.9,20.1,97.37627717,0.277509145,0.36580751,0.613883867,217
"Telfair County, Georgia",16400,326.4,29244,33.7,40.3,39.2,43.4,2.37,44.56418983,33.2,50.9,1.2,49.3,5.4,4.4,41.8,29.9,46,32.8,57.87646199,40.36306043,0.060916179,1.169590643,159.8
"Union County, Florida",15234,1206.9,40207,24.3,40.3,42.3,36.9,2.58,50.01287664,27,45.1,0,37.4,5.5,11.7,59.6,41,35.8,22.5,73.96484761,21.59173195,0.64511882,1.53380291,362.8
"Union County, New Mexico",4201,303,36684,19.4,40.3,38.2,45.2,2.39,47.01731879,15.4,23.7,12,35.3,11,2.1,48.2,28.7,44.4,28.1,79.09656603,2.834754552,0.207421065,14.01244526,151.6
"Wayne County, Utah",2692,366.9,42366,14.1,40.3,40.2,40.3,2.74,66.35802469,24.4,8,0,25.3,17.1,2.1,68.2,39.2,24.7,9.7,96.36296841,0.661278472,0.698016165,0.918442322,129.3
"Westchester County, New York",976396,486.7,83152,10.4,40.3,38.6,41.9,2.75,51.96451241,11.9,26.6,17.3,20.3,23.7,7.6,73.6,54.8,28,14.8,66.58389459,14.42136222,5.689873516,9.880649013,145.3
"Chisago County, Minnesota",54293,372.5,75122,6.2,40.2,38.7,41.4,2.63,60.30391761,19.1,37.8,5.6,34.6,15.6,5.5,80.1,58.9,27,12.2,95.46011814,1.162833897,0.756027789,0.447672475,149
"Dodge County, Georgia",20882,448.2,32293,25.9,40.2,37.4,42.9,2.35,44.56845238,23.3,41.1,1.6,42.1,8.9,9.8,56.1,39,39.7,22.4,66.53918791,28.47497639,0.571293673,1.869688385,190.6
"Franklin County, Missouri",102426,475.2,51978,11.8,40.2,38.9,41.5,2.53,54.77389453,16.1,33.6,5.8,34.3,11.7,7.2,71.6,53.3,28.6,16.5,96.25054013,1.034096712,0.497898417,0.617708292,180
